Nome	Autor	Tombo	Ano	Edição	Editora
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	268	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	269	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	270	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	271	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	272	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	273	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	274	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	275	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	276	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	277	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	278	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	279	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	280	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	281	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	282	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	283	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	284	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	285	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	286	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	287	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	288	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	289	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	290	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	291	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	292	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	293	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	294	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	295	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	296	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	297	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	298	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	299	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	300	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	301	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	302	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	303	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	304	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	305	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	306	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	307	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	308	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	309	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	310	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	311	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	312	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	313	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	314	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	315	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	316	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	317	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	318	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	319	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	320	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	321	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	322	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	323	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	324	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	325	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	326	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	327	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	328	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	329	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	330	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	331	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	332	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	333	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	334	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	335	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	336	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	337	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	338	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	339	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	340	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	341	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	342	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	343	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	344	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	345	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	346	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	347	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	348	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	349	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	350	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	351	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	352	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	353	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	354	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	355	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	356	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	357	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	358	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	359	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	360	2008	1ª	JPA
LAÇOS DE FAMÍLIA	CLARICE LISPECTOR	361	2008	1ª	JPA
MENDAX, O LADRÃO DE HISTÓRIAS	BRENO FERNANDES	362	2017	1ª	FB PUBLIC
CEARÁ EM NÚMEROS 2012	FLÁVIO ATALIBA F. D. BARRETO	363	2013	1ª	IPECE
O TRABALHO DO GEÓGRAFO NO TERCEIRO MUNDO	MILTON SANTOS	364	1991	3ª	EDITORA HUCITEC
ECONOMIA DO CEARÁ EM DEBATE 2013	FLÁVIO ATALIBA F. D. BARRETO	365	2014	1ª	IPECE
ESSAS PEQUENAS OCASIÕES QUE NOS FAZEM QUEM SOMOS	BRUNO PALMA E SILVA	366	2018	1ª	HUM PUBLIC
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	367			INST. BRAUDEL
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	368			INST. BRAUDEL
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	369			INST. BRAUDEL
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	370			INST. BRAUDEL
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	371			INST. BRAUDEL
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	372			INST. BRAUDEL
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	373			INST. BRAUDEL
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	374			INST. BRAUDEL
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	375			INST. BRAUDEL
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	376			INST. BRAUDEL
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	377			INST. BRAUDEL
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	378			INST. BRAUDEL
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	379			INST. BRAUDEL
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	380			INST. BRAUDEL
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	381			INST. BRAUDEL
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	382			INST. BRAUDEL
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	383			INST. BRAUDEL
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	384			INST. BRAUDEL
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	385			INST. BRAUDEL
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	386			INST. BRAUDEL
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	387			INST. BRAUDEL
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	388			INST. BRAUDEL
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	389			INST. BRAUDEL
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	390			INST. BRAUDEL
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	391			INST. BRAUDEL
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	392			INST. BRAUDEL
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	393			INST. BRAUDEL
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	394			INST. BRAUDEL
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	395			INST. BRAUDEL
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	396			INST. BRAUDEL
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	397			INST. BRAUDEL
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	398			INST. BRAUDEL
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	399			INST. BRAUDEL
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	400			INST. BRAUDEL
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	401			INST. BRAUDEL
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	402			INST. BRAUDEL
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	403			INST. BRAUDEL
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	404			INST. BRAUDEL
O CHÃO ADORMECIDO NO BAÚ DOS SONHOS	ELIANE ACCIOLY FONSECA	405			INST. BRAUDEL
LEITURAS DE ESCRITOR	MOACYR SCLIAR	406	2017	3ª	SM
NOITES BRANCAS	FIÓDOR DOSTOIÉVSKI	407			INST. BRAUDEL
NOITES BRANCAS	FIÓDOR DOSTOIÉVSKI	408			INST. BRAUDEL
NOITES BRANCAS	FIÓDOR DOSTOIÉVSKI	409			INST. BRAUDEL
NOITES BRANCAS	FIÓDOR DOSTOIÉVSKI	410			INST. BRAUDEL
NOITES BRANCAS	FIÓDOR DOSTOIÉVSKI	411			INST. BRAUDEL
NOITES BRANCAS	FIÓDOR DOSTOIÉVSKI	412			INST. BRAUDEL
NOITES BRANCAS	FIÓDOR DOSTOIÉVSKI	413			INST. BRAUDEL
NOITES BRANCAS	FIÓDOR DOSTOIÉVSKI	414			INST. BRAUDEL
NOITES BRANCAS	FIÓDOR DOSTOIÉVSKI	415			INST. BRAUDEL
NOITES BRANCAS	FIÓDOR DOSTOIÉVSKI	416			INST. BRAUDEL
NOITES BRANCAS	FIÓDOR DOSTOIÉVSKI	417			INST. BRAUDEL
NOITES BRANCAS	FIÓDOR DOSTOIÉVSKI	418			INST. BRAUDEL
NOITES BRANCAS	FIÓDOR DOSTOIÉVSKI	419			INST. BRAUDEL
NOITES BRANCAS	FIÓDOR DOSTOIÉVSKI	420			INST. BRAUDEL
NOITES BRANCAS	FIÓDOR DOSTOIÉVSKI	421			INST. BRAUDEL
NOITES BRANCAS	FIÓDOR DOSTOIÉVSKI	422			INST. BRAUDEL
NOITES BRANCAS	FIÓDOR DOSTOIÉVSKI	423			INST. BRAUDEL
NOITES BRANCAS	FIÓDOR DOSTOIÉVSKI	424			INST. BRAUDEL
NOITES BRANCAS	FIÓDOR DOSTOIÉVSKI	425			INST. BRAUDEL
NOITES BRANCAS	FIÓDOR DOSTOIÉVSKI	426			INST. BRAUDEL
NOITES BRANCAS	FIÓDOR DOSTOIÉVSKI	427			INST. BRAUDEL
NOITES BRANCAS	FIÓDOR DOSTOIÉVSKI	428			INST. BRAUDEL
NOITES BRANCAS	FIÓDOR DOSTOIÉVSKI	429			INST. BRAUDEL
NOITES BRANCAS	FIÓDOR DOSTOIÉVSKI	430			INST. BRAUDEL
NOITES BRANCAS	FIÓDOR DOSTOIÉVSKI	431			INST. BRAUDEL
NOITES BRANCAS	FIÓDOR DOSTOIÉVSKI	432			INST. BRAUDEL
NOITES BRANCAS	FIÓDOR DOSTOIÉVSKI	433			INST. BRAUDEL
NOITES BRANCAS	FIÓDOR DOSTOIÉVSKI	434			INST. BRAUDEL
NOITES BRANCAS	FIÓDOR DOSTOIÉVSKI	435			INST. BRAUDEL
NOITES BRANCAS	FIÓDOR DOSTOIÉVSKI	436			INST. BRAUDEL
NOITES BRANCAS	FIÓDOR DOSTOIÉVSKI	437			INST. BRAUDEL
NOITES BRANCAS	FIÓDOR DOSTOIÉVSKI	438			INST. BRAUDEL
NOITES BRANCAS	FIÓDOR DOSTOIÉVSKI	439			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	440			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	441			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	442			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	443			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	444			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	445			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	446			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	447			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	448			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	449			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	450			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	451			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	452			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	453			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	454			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	455			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	456			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	457			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	458			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	459			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	460			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	461			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	462			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	463			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	464			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	465			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	466			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	467			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	468			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	469			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	470			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	471			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	472			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	473			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	474			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	475			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	476			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	477			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	478			INST. BRAUDEL
CARTAS SOBRE AS OBRAS DOS CÍRCULOS DE LEITURA	INSTITUTO FERNAND BRAUDEL	479			INST. BRAUDEL
SER POÉTICO	FRANCILENE MELO	480	2020	1ª	CONHECIMENTO ED
SER POÉTICO	FRANCILENE MELO	481	2020	1ª	CONHECIMENTO ED
SER POÉTICO	FRANCILENE MELO	482	2020	1ª	CONHECIMENTO ED
SER POÉTICO	FRANCILENE MELO	483	2020	1ª	CONHECIMENTO ED
SER POÉTICO	FRANCILENE MELO	484	2020	1ª	CONHECIMENTO ED
SER POÉTICO	FRANCILENE MELO	485	2020	1ª	CONHECIMENTO ED
SER POÉTICO	FRANCILENE MELO	486	2020	1ª	CONHECIMENTO ED
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	487			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	488			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	489			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	490			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	491			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	492			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	493			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	494			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	495			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	496			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	497			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	498			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	499			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	500			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	501			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	502			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	503			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	504			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	505			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	506			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	507			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	508			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	509			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	510			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	511			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	512			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	513			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	514			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	515			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	516			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	517			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	518			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	519			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	520			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	521			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	522			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	523			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	524			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	525			INST. BRAUDEL
CONCURSO LEMBRANÇAS DA LEITURA 2020	INSTITUTO FERNAND BRAUDEL	526			INST. BRAUDEL
DECLARAÇÃO DE AMOR A POESIA	INSTITUTO FERNAND BRAUDEL	527			INST. BRAUDEL
DECLARAÇÃO DE AMOR A POESIA	INSTITUTO FERNAND BRAUDEL	528			INST. BRAUDEL
DECLARAÇÃO DE AMOR A POESIA	INSTITUTO FERNAND BRAUDEL	529			INST. BRAUDEL
DECLARAÇÃO DE AMOR A POESIA	INSTITUTO FERNAND BRAUDEL	530			INST. BRAUDEL
DECLARAÇÃO DE AMOR A POESIA	INSTITUTO FERNAND BRAUDEL	531			INST. BRAUDEL
